year,month,oilgas_emp,N,state
2004,11,126,"133","INDIANA"
2004,12,124,"133","INDIANA"
2005,1,117,"121","INDIANA"
2005,2,115,"121","INDIANA"
2005,3,114,"121","INDIANA"
2005,4,130,"121","INDIANA"
2005,5,129,"121","INDIANA"
2005,6,132,"121","INDIANA"
2005,7,121,"121","INDIANA"
2005,8,112,"121","INDIANA"
2005,9,121,"121","INDIANA"
2005,10,121,"121","INDIANA"
2005,11,121,"121","INDIANA"
2005,12,121,"121","INDIANA"
2006,1,125,"129","INDIANA"
2006,2,124,"129","INDIANA"
2006,3,124,"129","INDIANA"
2006,4,120,"129","INDIANA"
2006,5,119,"129","INDIANA"
2006,6,119,"129","INDIANA"
2006,7,126,"129","INDIANA"
2006,8,128,"129","INDIANA"
2006,9,136,"129","INDIANA"
2006,10,139,"129","INDIANA"
2006,11,140,"129","INDIANA"
2006,12,143,"129","INDIANA"
2007,1,148,"146","INDIANA"
2007,2,148,"146","INDIANA"
2007,3,148,"146","INDIANA"
2007,4,142,"146","INDIANA"
2007,5,143,"146","INDIANA"
2007,6,150,"146","INDIANA"
2007,7,145,"146","INDIANA"
2007,8,145,"146","INDIANA"
2007,9,146,"146","INDIANA"
2007,10,144,"146","INDIANA"
2007,11,146,"146","INDIANA"
2007,12,143,"146","INDIANA"
2008,1,141,"144","INDIANA"
2008,2,138,"144","INDIANA"
2008,3,137,"144","INDIANA"
2008,4,143,"144","INDIANA"
2008,5,147,"144","INDIANA"
2008,6,147,"144","INDIANA"
2008,7,141,"144","INDIANA"
2008,8,146,"144","INDIANA"
2008,9,147,"144","INDIANA"
2008,10,148,"144","INDIANA"
2008,11,145,"144","INDIANA"
2008,12,145,"144","INDIANA"
2009,1,143,"141","INDIANA"
2009,2,141,"141","INDIANA"
2009,3,140,"141","INDIANA"
2009,4,141,"141","INDIANA"
2009,5,142,"141","INDIANA"
2009,6,143,"141","INDIANA"
2009,7,141,"141","INDIANA"
2009,8,138,"141","INDIANA"
2009,9,136,"141","INDIANA"
2009,10,141,"141","INDIANA"
2009,11,143,"141","INDIANA"
2009,12,142,"141","INDIANA"
2010,1,187,"189","INDIANA"
2010,2,186,"189","INDIANA"
2010,3,182,"189","INDIANA"
2010,4,181,"189","INDIANA"
2010,5,182,"189","INDIANA"
2010,6,186,"189","INDIANA"
2010,7,191,"189","INDIANA"
2010,8,188,"189","INDIANA"
2010,9,187,"189","INDIANA"
2010,10,196,"189","INDIANA"
2010,11,200,"189","INDIANA"
2010,12,199,"189","INDIANA"
2011,1,193,"197","INDIANA"
2011,2,192,"197","INDIANA"
2011,3,195,"197","INDIANA"
2011,4,197,"197","INDIANA"
2011,5,196,"197","INDIANA"
2011,6,197,"197","INDIANA"
2011,7,198,"197","INDIANA"
2011,8,198,"197","INDIANA"
2011,9,197,"197","INDIANA"
2011,10,197,"197","INDIANA"
2011,11,201,"197","INDIANA"
2011,12,203,"197","INDIANA"
2012,1,212,"221","INDIANA"
2012,2,215,"221","INDIANA"
2012,3,218,"221","INDIANA"
2012,4,220,"221","INDIANA"
2012,5,224,"221","INDIANA"
2012,6,228,"221","INDIANA"
2012,7,226,"221","INDIANA"
2012,8,228,"221","INDIANA"
2012,9,219,"221","INDIANA"
2012,10,218,"221","INDIANA"
2012,11,221,"221","INDIANA"
2012,12,223,"221","INDIANA"
2013,1,221,"","INDIANA"
2013,2,218,"","INDIANA"
2013,3,218,"","INDIANA"
2013,4,,"","INDIANA"
2013,5,,"","INDIANA"
2013,6,,"","INDIANA"
2013,7,,"","INDIANA"
2013,8,,"","INDIANA"
2013,9,,"","INDIANA"
2013,10,,"","INDIANA"
2013,11,,"","INDIANA"
2013,12,,"","INDIANA"
2003,1,2164,"2235","KANSAS"
2003,2,2167,"2235","KANSAS"
2003,3,2190,"2235","KANSAS"
2003,4,2201,"2235","KANSAS"
2003,5,2224,"2235","KANSAS"
2003,6,2275,"2235","KANSAS"
2003,7,2258,"2235","KANSAS"
2003,8,2269,"2235","KANSAS"
2003,9,2264,"2235","KANSAS"
2003,10,2260,"2235","KANSAS"
2003,11,2268,"2235","KANSAS"
2003,12,2274,"2235","KANSAS"
2004,1,2086,"2050","KANSAS"
2004,2,2058,"2050","KANSAS"
2004,3,2084,"2050","KANSAS"
2004,4,1983,"2050","KANSAS"
2004,5,1996,"2050","KANSAS"
2004,6,2039,"2050","KANSAS"
2004,7,2080,"2050","KANSAS"
2004,8,2069,"2050","KANSAS"
2004,9,2073,"2050","KANSAS"
2004,10,2055,"2050","KANSAS"
2004,11,2049,"2050","KANSAS"
2004,12,2033,"2050","KANSAS"
2005,1,2057,"2064","KANSAS"
2005,2,2035,"2064","KANSAS"
2005,3,2036,"2064","KANSAS"
2005,4,2081,"2064","KANSAS"
2005,5,2071,"2064","KANSAS"
2005,6,2095,"2064","KANSAS"
2005,7,2055,"2064","KANSAS"
2005,8,2053,"2064","KANSAS"
2005,9,2056,"2064","KANSAS"
2005,10,2060,"2064","KANSAS"
2005,11,2065,"2064","KANSAS"
2005,12,2098,"2064","KANSAS"
2006,1,2134,"2298","KANSAS"
2006,2,2170,"2298","KANSAS"
2006,3,2238,"2298","KANSAS"
2006,4,2236,"2298","KANSAS"
2006,5,2270,"2298","KANSAS"
2006,6,2340,"2298","KANSAS"
2006,7,2339,"2298","KANSAS"
2006,8,2352,"2298","KANSAS"
2006,9,2345,"2298","KANSAS"
2006,10,2377,"2298","KANSAS"
2006,11,2387,"2298","KANSAS"
2006,12,2388,"2298","KANSAS"
2007,1,2399,"2470","KANSAS"
2007,2,2398,"2470","KANSAS"
2007,3,2419,"2470","KANSAS"
2007,4,2499,"2470","KANSAS"
2007,5,2414,"2470","KANSAS"
2007,6,2410,"2470","KANSAS"
2007,7,2555,"2470","KANSAS"
2007,8,2453,"2470","KANSAS"
2007,9,2418,"2470","KANSAS"
2007,10,2564,"2470","KANSAS"
2007,11,2533,"2470","KANSAS"
2007,12,2581,"2470","KANSAS"
2008,1,2620,"2756","KANSAS"
2008,2,2612,"2756","KANSAS"
2008,3,2623,"2756","KANSAS"
2008,4,2798,"2756","KANSAS"
2008,5,2717,"2756","KANSAS"
2008,6,2616,"2756","KANSAS"
2008,7,2930,"2756","KANSAS"
2008,8,2958,"2756","KANSAS"
2008,9,2904,"2756","KANSAS"
2008,10,2865,"2756","KANSAS"
2008,11,2710,"2756","KANSAS"
2008,12,2722,"2756","KANSAS"
2009,1,2477,"2435","KANSAS"
2009,2,2447,"2435","KANSAS"
2009,3,2413,"2435","KANSAS"
2009,4,2425,"2435","KANSAS"
2009,5,2317,"2435","KANSAS"
2009,6,2346,"2435","KANSAS"
2009,7,2471,"2435","KANSAS"
2009,8,2457,"2435","KANSAS"
2009,9,2461,"2435","KANSAS"
2009,10,2464,"2435","KANSAS"
2009,11,2452,"2435","KANSAS"
2009,12,2486,"2435","KANSAS"
2010,1,2328,"2303","KANSAS"
2010,2,2319,"2303","KANSAS"
2010,3,2321,"2303","KANSAS"
2010,4,2301,"2303","KANSAS"
2010,5,2206,"2303","KANSAS"
2010,6,2222,"2303","KANSAS"
2010,7,2344,"2303","KANSAS"
2010,8,2335,"2303","KANSAS"
2010,9,2308,"2303","KANSAS"
2010,10,2312,"2303","KANSAS"
2010,11,2313,"2303","KANSAS"
2010,12,2330,"2303","KANSAS"
2011,1,2289,"2352","KANSAS"
2011,2,2280,"2352","KANSAS"
2011,3,2311,"2352","KANSAS"
2011,4,2316,"2352","KANSAS"
2011,5,2210,"2352","KANSAS"
2011,6,2271,"2352","KANSAS"
2011,7,2394,"2352","KANSAS"
2011,8,2400,"2352","KANSAS"
2011,9,2380,"2352","KANSAS"
2011,10,2441,"2352","KANSAS"
2011,11,2453,"2352","KANSAS"
2011,12,2484,"2352","KANSAS"
2012,1,2461,"2611","KANSAS"
2012,2,2444,"2611","KANSAS"
2012,3,2466,"2611","KANSAS"
2012,4,2486,"2611","KANSAS"
2012,5,2515,"2611","KANSAS"
2012,6,2579,"2611","KANSAS"
2012,7,2779,"2611","KANSAS"
2012,8,2772,"2611","KANSAS"
2012,9,2641,"2611","KANSAS"
2012,10,2739,"2611","KANSAS"
2012,11,2710,"2611","KANSAS"
2012,12,2738,"2611","KANSAS"
2013,1,2590,"","KANSAS"
2013,2,2576,"","KANSAS"
2013,3,2601,"","KANSAS"
2013,4,,"","KANSAS"
2013,5,,"","KANSAS"
2013,6,,"","KANSAS"
2013,7,,"","KANSAS"
2013,8,,"","KANSAS"
2013,9,,"","KANSAS"
2013,10,,"","KANSAS"
2013,11,,"","KANSAS"
2013,12,,"","KANSAS"
2003,1,655,"728","KENTUCKY"
2003,2,657,"728","KENTUCKY"
2003,3,671,"728","KENTUCKY"
2003,4,700,"728","KENTUCKY"
2003,5,719,"728","KENTUCKY"
2003,6,737,"728","KENTUCKY"
2003,7,753,"728","KENTUCKY"
2003,8,769,"728","KENTUCKY"
2003,9,769,"728","KENTUCKY"
2003,10,771,"728","KENTUCKY"
2003,11,761,"728","KENTUCKY"
2003,12,773,"728","KENTUCKY"
2004,1,753,"832","KENTUCKY"
2004,2,757,"832","KENTUCKY"
2004,3,793,"832","KENTUCKY"
2004,4,805,"832","KENTUCKY"
2004,5,809,"832","KENTUCKY"
2004,6,817,"832","KENTUCKY"
2004,7,857,"832","KENTUCKY"
2004,8,857,"832","KENTUCKY"
2004,9,861,"832","KENTUCKY"
2004,10,886,"832","KENTUCKY"
2004,11,889,"832","KENTUCKY"
2004,12,903,"832","KENTUCKY"
2005,1,913,"941","KENTUCKY"
2005,2,907,"941","KENTUCKY"
2005,3,907,"941","KENTUCKY"
2005,4,913,"941","KENTUCKY"
2005,5,932,"941","KENTUCKY"
2005,6,924,"941","KENTUCKY"
2005,7,967,"941","KENTUCKY"
2005,8,955,"941","KENTUCKY"
2005,9,957,"941","KENTUCKY"
2005,10,963,"941","KENTUCKY"
2005,11,967,"941","KENTUCKY"
2005,12,984,"941","KENTUCKY"
2006,1,981,"1004","KENTUCKY"
2006,2,992,"1004","KENTUCKY"
2006,3,1011,"1004","KENTUCKY"
2006,4,1001,"1004","KENTUCKY"
2006,5,1010,"1004","KENTUCKY"
2006,6,995,"1004","KENTUCKY"
2006,7,1021,"1004","KENTUCKY"
2006,8,1018,"1004","KENTUCKY"
2006,9,1009,"1004","KENTUCKY"
2006,10,996,"1004","KENTUCKY"
2006,11,1000,"1004","KENTUCKY"
2006,12,1019,"1004","KENTUCKY"
2007,1,964,"1013","KENTUCKY"
2007,2,958,"1013","KENTUCKY"
2007,3,962,"1013","KENTUCKY"
2007,4,993,"1013","KENTUCKY"
2007,5,1023,"1013","KENTUCKY"
2007,6,1042,"1013","KENTUCKY"
2007,7,1020,"1013","KENTUCKY"
2007,8,1036,"1013","KENTUCKY"
2007,9,1039,"1013","KENTUCKY"
2007,10,1023,"1013","KENTUCKY"
2007,11,1033,"1013","KENTUCKY"
2007,12,1061,"1013","KENTUCKY"
2008,1,1046,"1092","KENTUCKY"
2008,2,1045,"1092","KENTUCKY"
2008,3,1051,"1092","KENTUCKY"
2008,4,1059,"1092","KENTUCKY"
2008,5,1083,"1092","KENTUCKY"
2008,6,1117,"1092","KENTUCKY"
2008,7,1119,"1092","KENTUCKY"
2008,8,1159,"1092","KENTUCKY"
2008,9,1107,"1092","KENTUCKY"
2008,10,1125,"1092","KENTUCKY"
2008,11,1102,"1092","KENTUCKY"
2008,12,1094,"1092","KENTUCKY"
2009,1,1091,"1000","KENTUCKY"
2009,2,1047,"1000","KENTUCKY"
2009,3,1044,"1000","KENTUCKY"
2009,4,1008,"1000","KENTUCKY"
2009,5,1000,"1000","KENTUCKY"
2009,6,997,"1000","KENTUCKY"
2009,7,1003,"1000","KENTUCKY"
2009,8,991,"1000","KENTUCKY"
2009,9,969,"1000","KENTUCKY"
2009,10,966,"1000","KENTUCKY"
2009,11,948,"1000","KENTUCKY"
2009,12,936,"1000","KENTUCKY"
2010,1,916,"883","KENTUCKY"
2010,2,893,"883","KENTUCKY"
2010,3,897,"883","KENTUCKY"
2010,4,877,"883","KENTUCKY"
2010,5,878,"883","KENTUCKY"
2010,6,895,"883","KENTUCKY"
2010,7,885,"883","KENTUCKY"
2010,8,873,"883","KENTUCKY"
2010,9,881,"883","KENTUCKY"
2010,10,868,"883","KENTUCKY"
2010,11,864,"883","KENTUCKY"
2010,12,863,"883","KENTUCKY"
2011,1,883,"873","KENTUCKY"
2011,2,871,"873","KENTUCKY"
2011,3,874,"873","KENTUCKY"
2011,4,861,"873","KENTUCKY"
2011,5,857,"873","KENTUCKY"
2011,6,881,"873","KENTUCKY"
2011,7,879,"873","KENTUCKY"
2011,8,902,"873","KENTUCKY"
2011,9,878,"873","KENTUCKY"
2011,10,877,"873","KENTUCKY"
2011,11,847,"873","KENTUCKY"
2011,12,869,"873","KENTUCKY"
2012,1,849,"784","KENTUCKY"
2012,2,847,"784","KENTUCKY"
2012,3,816,"784","KENTUCKY"
2012,4,822,"784","KENTUCKY"
2012,5,795,"784","KENTUCKY"
2012,6,789,"784","KENTUCKY"
2012,7,767,"784","KENTUCKY"
2012,8,746,"784","KENTUCKY"
2012,9,730,"784","KENTUCKY"
2012,10,742,"784","KENTUCKY"
2012,11,742,"784","KENTUCKY"
2012,12,761,"784","KENTUCKY"
2013,1,755,"","KENTUCKY"
2013,2,742,"","KENTUCKY"
2013,3,743,"","KENTUCKY"
2013,4,,"","KENTUCKY"
2013,5,,"","KENTUCKY"
2013,6,,"","KENTUCKY"
2013,7,,"","KENTUCKY"
2013,8,,"","KENTUCKY"
2013,9,,"","KENTUCKY"
2013,10,,"","KENTUCKY"
2013,11,,"","KENTUCKY"
2013,12,,"","KENTUCKY"
2003,1,9394,"9156","LOUISIANA"
2003,2,9454,"9156","LOUISIANA"
2003,3,9573,"9156","LOUISIANA"
2003,4,9232,"9156","LOUISIANA"
2003,5,9297,"9156","LOUISIANA"
2003,6,9437,"9156","LOUISIANA"
2003,7,9122,"9156","LOUISIANA"
2003,8,9054,"9156","LOUISIANA"
2003,9,8942,"9156","LOUISIANA"
2003,10,8788,"9156","LOUISIANA"
2003,11,8765,"9156","LOUISIANA"
2003,12,8812,"9156","LOUISIANA"
2004,1,8873,"8638","LOUISIANA"
2004,2,8921,"8638","LOUISIANA"
2004,3,8904,"8638","LOUISIANA"
2004,4,8754,"8638","LOUISIANA"
2004,5,8742,"8638","LOUISIANA"
2004,6,8828,"8638","LOUISIANA"
2004,7,8754,"8638","LOUISIANA"
2004,8,8611,"8638","LOUISIANA"
2004,9,8526,"8638","LOUISIANA"
2004,10,8294,"8638","LOUISIANA"
2004,11,8230,"8638","LOUISIANA"
2004,12,8223,"8638","LOUISIANA"
2005,1,8130,"8051","LOUISIANA"
2005,2,8063,"8051","LOUISIANA"
2005,3,8075,"8051","LOUISIANA"
2005,4,8052,"8051","LOUISIANA"
2005,5,8041,"8051","LOUISIANA"
2005,6,8210,"8051","LOUISIANA"
2005,7,8125,"8051","LOUISIANA"
2005,8,8108,"8051","LOUISIANA"
2005,9,7955,"8051","LOUISIANA"
2005,10,7955,"8051","LOUISIANA"
2005,11,7921,"8051","LOUISIANA"
2005,12,7975,"8051","LOUISIANA"
2006,1,7285,"7468","LOUISIANA"
2006,2,7362,"7468","LOUISIANA"
2006,3,7293,"7468","LOUISIANA"
2006,4,7283,"7468","LOUISIANA"
2006,5,7272,"7468","LOUISIANA"
2006,6,7429,"7468","LOUISIANA"
2006,7,7496,"7468","LOUISIANA"
2006,8,7563,"7468","LOUISIANA"
2006,9,7620,"7468","LOUISIANA"
2006,10,7649,"7468","LOUISIANA"
2006,11,7674,"7468","LOUISIANA"
2006,12,7690,"7468","LOUISIANA"
2007,1,7744,"7785","LOUISIANA"
2007,2,7755,"7785","LOUISIANA"
2007,3,7751,"7785","LOUISIANA"
2007,4,7768,"7785","LOUISIANA"
2007,5,7833,"7785","LOUISIANA"
2007,6,7764,"7785","LOUISIANA"
2007,7,7992,"7785","LOUISIANA"
2007,8,7990,"7785","LOUISIANA"
2007,9,7905,"7785","LOUISIANA"
2007,10,7601,"7785","LOUISIANA"
2007,11,7639,"7785","LOUISIANA"
2007,12,7681,"7785","LOUISIANA"
2008,1,8528,"8756","LOUISIANA"
2008,2,8586,"8756","LOUISIANA"
2008,3,8543,"8756","LOUISIANA"
2008,4,8669,"8756","LOUISIANA"
2008,5,8631,"8756","LOUISIANA"
2008,6,8766,"8756","LOUISIANA"
2008,7,8845,"8756","LOUISIANA"
2008,8,8902,"8756","LOUISIANA"
2008,9,8820,"8756","LOUISIANA"
2008,10,8898,"8756","LOUISIANA"
2008,11,8941,"8756","LOUISIANA"
2008,12,8943,"8756","LOUISIANA"
2009,1,8823,"8871","LOUISIANA"
2009,2,8846,"8871","LOUISIANA"
2009,3,8824,"8871","LOUISIANA"
2009,4,8950,"8871","LOUISIANA"
2009,5,8858,"8871","LOUISIANA"
2009,6,8921,"8871","LOUISIANA"
2009,7,9009,"8871","LOUISIANA"
2009,8,8984,"8871","LOUISIANA"
2009,9,8875,"8871","LOUISIANA"
2009,10,8761,"8871","LOUISIANA"
2009,11,8799,"8871","LOUISIANA"
2009,12,8804,"8871","LOUISIANA"
2010,1,8424,"8533","LOUISIANA"
2010,2,8409,"8533","LOUISIANA"
2010,3,8441,"8533","LOUISIANA"
2010,4,8369,"8533","LOUISIANA"
2010,5,8475,"8533","LOUISIANA"
2010,6,8635,"8533","LOUISIANA"
2010,7,8712,"8533","LOUISIANA"
2010,8,8696,"8533","LOUISIANA"
2010,9,8623,"8533","LOUISIANA"
2010,10,8500,"8533","LOUISIANA"
2010,11,8541,"8533","LOUISIANA"
2010,12,8570,"8533","LOUISIANA"
2011,1,8242,"8504","LOUISIANA"
2011,2,8249,"8504","LOUISIANA"
2011,3,8255,"8504","LOUISIANA"
2011,4,8279,"8504","LOUISIANA"
2011,5,8235,"8504","LOUISIANA"
2011,6,8025,"8504","LOUISIANA"
2011,7,8787,"8504","LOUISIANA"
2011,8,8838,"8504","LOUISIANA"
2011,9,8732,"8504","LOUISIANA"
2011,10,8696,"8504","LOUISIANA"
2011,11,8794,"8504","LOUISIANA"
2011,12,8911,"8504","LOUISIANA"
2012,1,9735,"9802","LOUISIANA"
2012,2,9790,"9802","LOUISIANA"
2012,3,9840,"9802","LOUISIANA"
2012,4,9771,"9802","LOUISIANA"
2012,5,9796,"9802","LOUISIANA"
2012,6,9857,"9802","LOUISIANA"
2012,7,9861,"9802","LOUISIANA"
2012,8,9905,"9802","LOUISIANA"
2012,9,9793,"9802","LOUISIANA"
2012,10,9705,"9802","LOUISIANA"
2012,11,9771,"9802","LOUISIANA"
2012,12,9801,"9802","LOUISIANA"
2013,1,9435,"","LOUISIANA"
2013,2,9585,"","LOUISIANA"
2013,3,9522,"","LOUISIANA"
2013,4,,"","LOUISIANA"
2013,5,,"","LOUISIANA"
2013,6,,"","LOUISIANA"
2013,7,,"","LOUISIANA"
2013,8,,"","LOUISIANA"
2013,9,,"","LOUISIANA"
2013,10,,"","LOUISIANA"
2013,11,,"","LOUISIANA"
2013,12,,"","LOUISIANA"
2007,1,,"","MAINE"
2007,2,,"","MAINE"
2007,3,,"","MAINE"
2007,4,,"","MAINE"
2007,5,,"","MAINE"
2007,6,,"","MAINE"
2007,7,,"","MAINE"
2007,8,,"","MAINE"
2007,9,,"","MAINE"
2007,10,,"","MAINE"
2007,11,,"","MAINE"
2007,12,,"","MAINE"
2008,1,,"","MAINE"
2008,2,,"","MAINE"
2008,3,,"","MAINE"
2008,4,,"","MAINE"
2008,5,,"","MAINE"
2008,6,,"","MAINE"
2008,7,,"","MAINE"
2008,8,,"","MAINE"
2008,9,,"","MAINE"
2008,10,,"","MAINE"
2008,11,,"","MAINE"
2008,12,,"","MAINE"
2009,1,,"","MAINE"
2009,2,,"","MAINE"
2009,3,,"","MAINE"
2009,4,,"","MAINE"
2009,5,,"","MAINE"
2009,6,,"","MAINE"
2009,7,,"","MAINE"
2009,8,,"","MAINE"
2009,9,,"","MAINE"
2009,10,,"","MAINE"
2009,11,,"","MAINE"
2009,12,,"","MAINE"
2003,1,,"","MARYLAND"
2003,2,,"","MARYLAND"
2003,3,,"","MARYLAND"
2003,4,,"","MARYLAND"
2003,5,,"","MARYLAND"
2003,6,,"","MARYLAND"
2003,7,,"","MARYLAND"
2003,8,,"","MARYLAND"
2003,9,,"","MARYLAND"
2003,10,5,"","MARYLAND"
2003,11,5,"","MARYLAND"
2003,12,3,"","MARYLAND"
2004,1,3,"","MARYLAND"
2004,2,3,"","MARYLAND"
2004,3,3,"","MARYLAND"
2004,4,3,"","MARYLAND"
2004,5,3,"","MARYLAND"
2004,6,3,"","MARYLAND"
2004,7,3,"","MARYLAND"
2004,8,3,"","MARYLAND"
2004,9,3,"","MARYLAND"
2004,10,,"","MARYLAND"
2004,11,,"","MARYLAND"
2004,12,,"","MARYLAND"
2005,1,9,"10","MARYLAND"
2005,2,9,"10","MARYLAND"
2005,3,9,"10","MARYLAND"
2005,4,10,"10","MARYLAND"
2005,5,10,"10","MARYLAND"
2005,6,10,"10","MARYLAND"
2005,7,10,"10","MARYLAND"
2005,8,10,"10","MARYLAND"
2005,9,10,"10","MARYLAND"
2005,10,9,"10","MARYLAND"
2005,11,10,"10","MARYLAND"
2005,12,10,"10","MARYLAND"
2006,1,3,"3","MARYLAND"
2006,2,3,"3","MARYLAND"
2006,3,3,"3","MARYLAND"
2006,4,3,"3","MARYLAND"
2006,5,3,"3","MARYLAND"
2006,6,3,"3","MARYLAND"
2006,7,3,"3","MARYLAND"
2006,8,3,"3","MARYLAND"
2006,9,3,"3","MARYLAND"
2006,10,3,"3","MARYLAND"
2006,11,3,"3","MARYLAND"
2006,12,3,"3","MARYLAND"
2007,1,3,"3","MARYLAND"
2007,2,3,"3","MARYLAND"
2007,3,3,"3","MARYLAND"
2007,4,3,"3","MARYLAND"
2007,5,3,"3","MARYLAND"
2007,6,3,"3","MARYLAND"
2007,7,3,"3","MARYLAND"
2007,8,3,"3","MARYLAND"
2007,9,3,"3","MARYLAND"
2007,10,3,"3","MARYLAND"
2007,11,3,"3","MARYLAND"
2007,12,3,"3","MARYLAND"
2008,1,,"3","MARYLAND"
2008,2,,"3","MARYLAND"
2008,3,,"3","MARYLAND"
2008,4,3,"3","MARYLAND"
2008,5,3,"3","MARYLAND"
2008,6,3,"3","MARYLAND"
2008,7,3,"3","MARYLAND"
2008,8,3,"3","MARYLAND"
2008,9,3,"3","MARYLAND"
2008,10,,"3","MARYLAND"
2008,11,,"3","MARYLAND"
2008,12,,"3","MARYLAND"
2009,1,,"","MARYLAND"
2009,2,,"","MARYLAND"
2009,3,,"","MARYLAND"
2009,4,,"","MARYLAND"
2009,5,,"","MARYLAND"
2009,6,,"","MARYLAND"
2009,7,,"","MARYLAND"
2009,8,,"","MARYLAND"
2009,9,,"","MARYLAND"
2009,10,,"","MARYLAND"
2009,11,,"","MARYLAND"
2009,12,,"","MARYLAND"
2010,1,,"","MARYLAND"
2010,2,,"","MARYLAND"
2010,3,,"","MARYLAND"
2010,4,,"","MARYLAND"
2010,5,,"","MARYLAND"
2010,6,,"","MARYLAND"
2010,7,,"","MARYLAND"
2010,8,,"","MARYLAND"
2010,9,,"","MARYLAND"
2010,10,,"","MARYLAND"
2010,11,,"","MARYLAND"
2010,12,,"","MARYLAND"
2011,1,,"","MARYLAND"
2011,2,,"","MARYLAND"
2011,3,,"","MARYLAND"
2011,4,,"","MARYLAND"
2011,5,,"","MARYLAND"
2011,6,,"","MARYLAND"
2011,7,,"","MARYLAND"
2011,8,,"","MARYLAND"
2011,9,,"","MARYLAND"
2011,10,,"","MARYLAND"
2011,11,,"","MARYLAND"
2011,12,,"","MARYLAND"
2012,1,,"","MARYLAND"
2012,2,,"","MARYLAND"
2012,3,,"","MARYLAND"
2012,4,,"","MARYLAND"
2012,5,,"","MARYLAND"
2012,6,,"","MARYLAND"
2012,7,,"","MARYLAND"
2012,8,,"","MARYLAND"
2012,9,,"","MARYLAND"
2012,10,,"","MARYLAND"
2012,11,,"","MARYLAND"
2012,12,,"","MARYLAND"
2013,1,1,"","MARYLAND"
2013,2,2,"","MARYLAND"
2013,3,4,"","MARYLAND"
2013,4,,"","MARYLAND"
2013,5,,"","MARYLAND"
2013,6,,"","MARYLAND"
2013,7,,"","MARYLAND"
2013,8,,"","MARYLAND"
2013,9,,"","MARYLAND"
2013,10,,"","MARYLAND"
2013,11,,"","MARYLAND"
2013,12,,"","MARYLAND"
2003,1,15,"16","MASSACHUSETTS"
2003,2,16,"16","MASSACHUSETTS"
2003,3,16,"16","MASSACHUSETTS"
2003,4,16,"16","MASSACHUSETTS"
2003,5,16,"16","MASSACHUSETTS"
2003,6,16,"16","MASSACHUSETTS"
2003,7,16,"16","MASSACHUSETTS"
2003,8,16,"16","MASSACHUSETTS"
2003,9,16,"16","MASSACHUSETTS"
2003,10,15,"16","MASSACHUSETTS"
2003,11,16,"16","MASSACHUSETTS"
2003,12,16,"16","MASSACHUSETTS"
2004,1,,"15","MASSACHUSETTS"
2004,2,,"15","MASSACHUSETTS"
2004,3,,"15","MASSACHUSETTS"
2004,4,,"15","MASSACHUSETTS"
2004,5,,"15","MASSACHUSETTS"
2004,6,,"15","MASSACHUSETTS"
2004,7,,"15","MASSACHUSETTS"
2004,8,,"15","MASSACHUSETTS"
2004,9,,"15","MASSACHUSETTS"
2004,10,16,"15","MASSACHUSETTS"
2004,11,16,"15","MASSACHUSETTS"
2004,12,16,"15","MASSACHUSETTS"
2005,1,17,"16","MASSACHUSETTS"
2005,2,17,"16","MASSACHUSETTS"
2005,3,17,"16","MASSACHUSETTS"
2005,4,17,"16","MASSACHUSETTS"
2005,5,16,"16","MASSACHUSETTS"
2005,6,17,"16","MASSACHUSETTS"
2005,7,,"16","MASSACHUSETTS"
2005,8,,"16","MASSACHUSETTS"
2005,9,,"16","MASSACHUSETTS"
2005,10,,"16","MASSACHUSETTS"
2005,11,,"16","MASSACHUSETTS"
2005,12,,"16","MASSACHUSETTS"
2006,1,,"","MASSACHUSETTS"
2006,2,,"","MASSACHUSETTS"
2006,3,,"","MASSACHUSETTS"
2006,4,,"","MASSACHUSETTS"
2006,5,,"","MASSACHUSETTS"
2006,6,,"","MASSACHUSETTS"
2006,7,,"","MASSACHUSETTS"
2006,8,,"","MASSACHUSETTS"
2006,9,,"","MASSACHUSETTS"
2006,10,,"","MASSACHUSETTS"
2006,11,,"","MASSACHUSETTS"
2006,12,,"","MASSACHUSETTS"
2007,1,,"","MASSACHUSETTS"
2007,2,,"","MASSACHUSETTS"
2007,3,,"","MASSACHUSETTS"
2007,4,,"","MASSACHUSETTS"
2007,5,,"","MASSACHUSETTS"
2007,6,,"","MASSACHUSETTS"
2007,7,,"","MASSACHUSETTS"
2007,8,,"","MASSACHUSETTS"
2007,9,,"","MASSACHUSETTS"
2007,10,,"","MASSACHUSETTS"
2007,11,,"","MASSACHUSETTS"
2007,12,,"","MASSACHUSETTS"
2008,1,,"","MASSACHUSETTS"
2008,2,,"","MASSACHUSETTS"
2008,3,,"","MASSACHUSETTS"
2008,4,,"","MASSACHUSETTS"
2008,5,,"","MASSACHUSETTS"
2008,6,,"","MASSACHUSETTS"
2008,7,,"","MASSACHUSETTS"
2008,8,,"","MASSACHUSETTS"
2008,9,,"","MASSACHUSETTS"
2008,10,,"","MASSACHUSETTS"
2008,11,,"","MASSACHUSETTS"
2008,12,,"","MASSACHUSETTS"
2009,1,,"","MASSACHUSETTS"
2009,2,,"","MASSACHUSETTS"
2009,3,,"","MASSACHUSETTS"
2009,4,,"","MASSACHUSETTS"
2009,5,,"","MASSACHUSETTS"
2009,6,,"","MASSACHUSETTS"
2009,7,,"","MASSACHUSETTS"
