"","psraid","sample","int_date","fcall","attempt","refusal","lang","cregion","state","density","usr","scregion","sstate","smsa","susr","igender","irace","iloc","form","llitext0","llitext","cpitext0","cpitext","qs1","thought","campnii","reg","precinct","folgov","q5","q5a","q5horse","q5b","q7","q8","swing","swingdet","oftvote","planto1","planto2","q15a","q15b","q15c","q15d","q20","q21","q22","q26a","q26b","q26c","q26d","q26e","q26f","q26g","q27a","q27b","q27c","q27d","q27e","q27f","q28","q34","q35af1","q35bf1","q35cf1","q35df1","q35ff1","q35gf1","q35h","q35if2","q35jf2","q35kf2","q35mf2","q35nf2","q39","q40f1","q42f1","q43f2","q52","q56","q57f1","q58f1","q59f2","q60f2","q61","q61a","q62","q63","q64a","q64b","q64c","q65a","q65b","q65c","q66a","q66b","q66c","q67a","q67b","q67c","q67d","q68","q69","sex","age","educ2","hisp","race3m1","race3m2","race3m3","race3m4","racecmb","racethn","birth_hisp","relig","chr","born","attend","income","party","partyln","partyid","ideo","teaparty2","pvote08a","pvote08b","scale10","hh1","hh3","ql1","ql1a","qc1","lc2","lc3","money2","phoneuse","lvs7","battle","llweight","coweight","lvs7wt64","unlvs7wt64","weight"
"1092",202171,"Cell",100612,121004,3,"No","English","West","Hawaii",4,"S","West","Hawaii",26180," ","Male","Black or African-American","PDS - Virginia","Form 1",NA,NA,"survey for leading newspapers and TV stations around the country","national survey of cell phone users","18 or older","Little","Not too closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Some of the time","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Strongly","Decided not to vote for him",NA,"Certain OBAMA–-No chance Romney","Certain OBAMA–-No chance Romney","Always","Yes","Absolutely certain","Very favorable","Mostly unfavorable","Mostly favorable","Very unfavorable","No, didn’t watch","Mitt Romney",NA,"Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Mitt Romney","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Better","Disapprove","Disapprove","Disapprove","Disapprove","Disapprove","Disapprove","Disapprove",NA,NA,NA,NA,NA,"About right","Fairly well","Remove troops",NA,"To avoid a military conflict with Iran","Getting tougher with China on economic issues","No, will not lead to lasting improvements","Won’t have much of an effect on the United States",NA,NA,"Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","Yes, scientists generally agree that the earth is getting warmer because of human activity","Yes, would help","No, would not","Yes, would help","No, would not","Yes, would help","No, would not","Barack Obama","Mitt Romney","Barack Obama","Agree","Agree","Disagree","Disagree","Disagree with him on issues",NA,"Male",27,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","No","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino,  Vietnamese or other Asian origin groups)",NA,NA,NA,"Asian","Other",NA,"Roman Catholic (Catholic)",NA,"Yes, would","A few times a year","30 to under $40,000","Democrat",NA,"Democrat","Conservative","No opinion either way","Voted","Obama",10,3,3,NA,NA,"No, home telephone",NA,NA,"(VOL.) Respondent does not want the money","CPO",5,"Democratic states",NA,5.82608695652174,5.20833333333333,0,5.20833333333333
"1093",202184,"Cell",100612,121004,3,"No","English","West","Nevada",2,"S","West","Nevada",29820," ","Female","Hispanic","PDS - Virginia","Form 2",NA,NA,"survey for leading newspapers and TV stations around the country","national survey of cell phone users","18 or older","Quite a lot","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Some of the time","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Strongly","Decided not to vote for him",NA,"Certain OBAMA–-No chance Romney","Certain OBAMA–-No chance Romney","Always","Yes","Absolutely certain","Very favorable","Mostly unfavorable","Mostly favorable","Very unfavorable","No, didn’t watch","Barack Obama",NA,"Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Better",NA,NA,NA,NA,NA,NA,"(VOL.) Don't know/Refused","Approve","Disapprove","Approve","Approve","Disapprove","About right",NA,NA,"About right","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused",NA,NA,"Less involved","Democratic governments, even if there is less stability in the region","Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","Yes, scientists generally agree that the earth is getting warmer because of human activity","Yes, would help","Yes, would help","Yes, would help","No, would not","Yes, would help","No, would not","Barack Obama","Barack Obama","Barack Obama","Agree","Agree","Disagree","(VOL.) Don't know/Refused","Don’t trust him personally",NA,"Female",23,"High school graduate (Grade 12 with diploma or GED certificate)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Agnostic (not sure if there is a God)",NA,NA,"Never","30 to under $40,000","Democrat",NA,"Democrat","Liberal","No opinion either way","Voted","Obama",10,5,4,NA,NA,"Yes home telephone",NA,"All or almost all calls on a cell phone","(VOL.) Respondent does not want the money","Dual/most cell",7,"Battleground states",NA,NA,9.54166666666667,0,9.54166666666667
"1094",202189,"Cell",100712,121004,2,"No","English","South","Louisiana",1,"R","South","Louisiana",12940," ","Female","Black or African-American","PDS - Virginia","Form 2",NA,NA,"study about some important issues today and would like to include you","study about some important issues today and would like to include you","18 or older","Little","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Strongly","Decided not to vote for him",NA,"Certain OBAMA–-No chance Romney","Certain OBAMA–-No chance Romney","Always","Yes","Absolutely certain","Very favorable","Mostly unfavorable","Mostly favorable","Very unfavorable","Yes, some","Mitt Romney","Mostly informative","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Mitt Romney","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Worse",NA,NA,NA,NA,NA,NA,"Disapprove","Approve","Disapprove","Approve","Disapprove","Approve","Not supportive enough",NA,NA,"About right","To avoid a military conflict with Iran","Building a stronger relationship with China on economic issues",NA,NA,"Less involved","Democratic governments, even if there is less stability in the region","Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","Yes, scientists generally agree that the earth is getting warmer because of human activity","Yes, would help","No, would not","Yes, would help","No, would not","Yes, would help","No, would not","Barack Obama","Barack Obama","Barack Obama","Agree","Agree","Disagree","Disagree","Disagree with him on issues",NA,"Female",22,"Some college, no degree includes community college","No","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,NA,"Black","Black, non-Hisp",NA,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",NA,"Yes, would","Once a week","$150,000 or more","Democrat",NA,"Democrat","Liberal","Disagree","Voted","Obama",10,4,4,NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","(VOL.) Respondent does not want the money","Dual/few, some cell",6.5,"Republican states",NA,NA,2.875,0,2.875
"1095",202214,"Cell",100512,121004,2,"No","English","West","Hawaii",4,"S","West","Hawaii",26180," ","Female","Black or African-American","PDS - Virginia","Form 1",NA,NA,"study about some important issues today and would like to include you","study about some important issues today and would like to include you","18 or older","Little","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Only now and then","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Only moderately",NA,"Chance might vote for him","Romney-Lean Romney--Chance Obama","Chose ROMNEY initially--Chance Obama","Always","Yes","Absolutely certain","Mostly favorable","Mostly favorable","Mostly unfavorable","Mostly favorable","Yes, some","Mitt Romney","Mostly informative","Mitt Romney","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Mitt Romney","Barack Obama","Mitt Romney","Barack Obama","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","No effect so far","Disapprove","Approve","Disapprove","Disapprove","Approve","Disapprove","Disapprove",NA,NA,NA,NA,NA,"About right","Fairly well","Keep troops in Afghanistan",NA,"To take a firm stand against Iranian actions","Building a stronger relationship with China on economic issues","No, will not lead to lasting improvements","Will be good for the United States",NA,NA,"Yes","Mostly because of natural patterns in the earth’s environment","Somewhat serious","No, do not generally agree that the earth is getting warmer because of human activity","Yes, would help","No, would not","Yes, would help","Yes, would help","No, would not","Yes, would help","Barack Obama","Mitt Romney","Mitt Romney","Agree","Agree","Disagree","Disagree","Don’t trust him personally","Disagree with him on issues","Male",69,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","No","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino,  Vietnamese or other Asian origin groups)",NA,NA,NA,"Asian","Other",NA,"Buddhist",NA,NA,"Seldom","$150,000 or more","Republican",NA,"Republican","Moderate","No opinion either way","Voted","(VOL.) Don’t remember which candidate",10,3,3,NA,NA,"Yes home telephone",NA,"All or almost all calls on a cell phone","(VOL.) Respondent does not want the money","Dual/most cell",6,"Democratic states",NA,NA,2.41666666666667,0,2.41666666666667
"1096",202223,"Cell",100712,121004,3,"No","Spanish","West","California",2,"S","West","California",42060," ","Male","Hispanic","PDS - Virginia","Form 2",NA,NA,"survey for leading newspapers and TV stations around the country","national survey of cell phone users","18 or older","(VOL.) None","(VOL.) Don't know/Refused","NOT registered to vote at your current address",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL.) Can’t rate","(VOL.) Can’t rate","(VOL.) Never heard of","(VOL.) Never heard of","No, didn’t watch","(VOL.) Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL.) Don't know/Refused",NA,NA,NA,NA,NA,NA,"(VOL.) Don't know/Refused","Approve","Approve","(VOL.) Don't know/Refused","Approve","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused",NA,NA,"(VOL.) Don't know/Refused","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused",NA,NA,"(VOL.) Don't know/Refused","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused",NA,"Somewhat serious","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused","(VOL.) Depends/Both/Neither","(VOL.) Don't know/Refused","(VOL.) Depends/Both/Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",50,"Less than high school (Grades 1-8 or no formal schooling)","Yes","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,NA,"Black","Hispanic","Another country","Nothing in particular",NA,NA,"Seldom","Less than $10,000","(VOL.) Don't know/Refused","(VOL.) Other/Don't know/Refused","Other/Don't know/Refused","(VOL.) Don't know/Refused","No opinion either way","Did not vote (includes too young to vote)",NA,NA,5,5,NA,NA,"No, home telephone",NA,NA,"(VOL.) Respondent does not want the money","CPO",0,"Democratic states",NA,4.56521739130435,0,5.25,5.25
"1097",202246,"Cell",100612,121004,2,"No","English","West","Colorado",1,"S","West","Colorado",39380," ","Female","White","PDS - Virginia","Form 1",NA,NA,"survey for leading newspapers and TV stations around the country","national survey of cell phone users","18 or older","Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Some of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Mostly unfavorable","Very favorable","Mostly unfavorable","Very favorable","Yes, all","Mitt Romney","Mostly informative","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse","(VOL.) Don't know/Refused","Disapprove","Disapprove","Disapprove","Approve","(VOL.) Don't know/Refused","Disapprove",NA,NA,NA,NA,NA,"Not supportive enough","(VOL.) Don't know/Refused","Keep troops in Afghanistan",NA,"(VOL.) Don't know/Refused","Getting tougher with China on economic issues","No, will not lead to lasting improvements","Will be bad for the United States",NA,NA,"Yes","(VOL.) Don't know/Refused","Somewhat serious","(VOL.) Don't know/Refused","No, would not","Yes, would help","(VOL.) Don't know/Refused","Yes, would help","(VOL.) Don't know/Refused","Yes, would help","Mitt Romney","Mitt Romney","Mitt Romney","Disagree","Disagree","Agree","Agree",NA,"(VOL.) Both equally","Female",74,"Some college, no degree includes community college","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Mormon (Church of Jesus Christ of Latter-day Saints/LDS)",NA,"No, would not","More than once a week","20 to under $30,000","Republican",NA,"Republican","Conservative","No opinion either way","Voted","McCain",10,1,NA,NA,NA,"Yes home telephone","Some on a cell phone and some on a regular home phone",NA,"(VOL.) Respondent does not want the money","Dual/few, some cell",7,"Battleground states",NA,NA,1.16666666666667,0,1.16666666666667
"1098",202248,"Cell",100612,121004,3,"No","English","West","Colorado",1,"R","West","Colorado",0," ","Male","Black or African-American","PDS - Virginia","Form 2",NA,NA,"survey for leading newspapers and TV stations around the country","national survey of cell phone users","18 or older","Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Strongly","Decided not to vote for him",NA,"Certain OBAMA–-No chance Romney","Certain OBAMA–-No chance Romney","Always","Yes","Absolutely certain","Mostly favorable","Very unfavorable","Very favorable","Very unfavorable","Yes, all","Barack Obama","(VOL.) Neither/Both","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Barack Obama","Better",NA,NA,NA,NA,NA,NA,"Approve","Disapprove","Disapprove","Approve","Approve","Disapprove","Too supportive",NA,NA,"Not quickly enough","(VOL.) Neither","(VOL.) Don't know/Refused",NA,NA,"Less involved","Stable governments, even if there is less democracy in the region","Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","Yes, scientists generally agree that the earth is getting warmer because of human activity","Yes, would help","Yes, would help","Yes, would help","No, would not","Yes, would help","No, would not","Barack Obama","Barack Obama","Barack Obama","Agree","Agree","Disagree","Disagree","Don’t trust him personally",NA,"Male",59,"High school graduate (Grade 12 with diploma or GED certificate)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Nothing in particular",NA,NA,"Seldom","75 to under $100,000","Independent","Democrat","Democrat","Moderate","Disagree","Voted","Obama",10,4,2,NA,NA,"Yes home telephone",NA,"All or almost all calls on a regular home phone","(VOL.) Respondent does not want the money","Dual/few, some cell",7,"Battleground states",NA,NA,2.79166666666667,0,2.79166666666667
"1099",202251,"Cell",100412,121004,1,"No","English","West","Hawaii",4,"S","West","Hawaii",26180," ","Female","White","PDS - Virginia","Form 1",NA,NA,"study about some important issues today and would like to include you","study about some important issues today and would like to include you","18 or older","(VOL.) Don't know/Refused","Fairly closely","PROBABLY registered, but there is a chance your registration has lapsed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very favorable","Mostly unfavorable","Mostly unfavorable","No, didn’t watch","Mitt Romney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No effect so far","Disapprove","Disapprove","Disapprove","(VOL.) Don't know/Refused","Disapprove","Disapprove","Approve",NA,NA,NA,NA,NA,"(VOL.) Don't know/Refused","Not too well","Remove troops",NA,"(VOL.) Don't know/Refused","Getting tougher with China on economic issues","No, will not lead to lasting improvements","Won’t have much of an effect on the United States",NA,NA,"No",NA,"Somewhat serious","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","Yes, would help","Yes, would help","No, would not","Yes, would help","No, would not",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",57,"Two year associate degree from any college or university","No","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino,  Vietnamese or other Asian origin groups)",NA,NA,NA,"Asian","Other",NA,"Roman Catholic (Catholic)",NA,"No, would not","Seldom","100 to under $150,000","Independent","(VOL.) Other/Don't know/Refused","Other/Don't know/Refused","Liberal","No opinion either way","Voted","Obama",NA,2,2,NA,NA,"No, home telephone",NA,NA,"(VOL.) Respondent does not want the money","CPO",0,"Democratic states",NA,3.26086956521739,0,4.83333333333333,4.83333333333333
"1100",202256,"Cell",100712,121004,4,"No","Spanish","Midwest","Illinois",3,"U","Midwest","Illinois",16980," ","Female","Hispanic","PDS - Virginia","Form 1",NA,NA,"study about some important issues today and would like to include you","study about some important issues today and would like to include you","18 or older","Little","Very closely","NOT registered to vote at your current address",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very favorable","Mostly favorable","(VOL.) Can’t rate","(VOL.) Can’t rate","No, didn’t watch","(VOL.) Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No effect so far","Approve","Disapprove","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused","Disapprove","Disapprove","(VOL.) Don't know/Refused",NA,NA,NA,NA,NA,"About right","Very well","Keep troops in Afghanistan",NA,"To avoid a military conflict with Iran","Building a stronger relationship with China on economic issues","Yes, will lead to lasting improvements","(VOL.) Don't know/Refused",NA,NA,"Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","Yes, scientists generally agree that the earth is getting warmer because of human activity","Yes, would help","(VOL.) Don't know/Refused","Yes, would help","(VOL.) Don't know/Refused","Yes, would help","Yes, would help",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",29,"High school graduate (Grade 12 with diploma or GED certificate)","Yes","(VOL.) Hispanic/Latino (e.g., Mexican, Puerto Rican, Cuban)",NA,NA,NA,"Some other race","Hispanic","Another country","Nothing in particular",NA,NA,"Seldom","40 to under $50,000","(VOL.) No preference","(VOL.) Other/Don't know/Refused","Other/Don't know/Refused","Moderate","No opinion either way","Did not vote (includes too young to vote)",NA,NA,4,2,NA,NA,"No, home telephone",NA,NA,"(VOL.) Respondent does not want the money","CPO",0,"Democratic states",NA,5.91304347826087,0,6.5,6.5
"1101",202259,"Cell",100412,121004,1,"No","English","West","California",3,"U","West","California",41740," ","Female","Some other race","PDS - Virginia","Form 1",NA,NA,"study about some important issues today and would like to include you","study about some important issues today and would like to include you","18 or older","Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Democratic ticket of Barack Obama and Joe Biden",NA,"Obama/Lean Obama","Only moderately","Chance might vote for him",NA,"Obama-Lean Obama--Chance Romney","Chose OBAMA initially-–Chance Romney","Nearly always","Yes","Absolutely certain","Mostly unfavorable","Mostly unfavorable","Mostly unfavorable","Mostly unfavorable","No, didn’t watch","Mitt Romney",NA,"Barack Obama","Barack Obama","Barack Obama","Barack Obama","(VOL.) Neither","Mitt Romney","Barack Obama","Mitt Romney","Mitt Romney","(VOL.) Neither","Barack Obama","Barack Obama","Mitt Romney","Barack Obama","Better","Approve","Disapprove","Disapprove","Disapprove","Disapprove","Disapprove","Approve",NA,NA,NA,NA,NA,"Too supportive","Not too well","Remove troops",NA,"To take a firm stand against Iranian actions","Getting tougher with China on economic issues","Yes, will lead to lasting improvements","Will be good for the United States",NA,NA,"Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","Yes, scientists generally agree that the earth is getting warmer because of human activity","No, would not","No, would not","Yes, would help","No, would not","Yes, would help","Yes, would help","Mitt Romney","Mitt Romney","Barack Obama","Agree","Agree","Agree","Disagree","Don’t trust him personally","Disagree with him on issues","Female",63,"Two year associate degree from any college or university","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Christian (VOL.)",NA,"Yes, would","More than once a week","75 to under $100,000","Republican",NA,"Republican","Conservative","Disagree","Voted","Obama",10,2,2,NA,NA,"No, home telephone",NA,NA,"(VOL.) Respondent does not want the money","CPO",7,"Democratic states",NA,2.26086956521739,3.375,0,3.375
"1102",202264,"Cell",100712,121004,3,"Yes","English","West","California",5,"S","West","Hawaii",26180," ","Male","Hispanic","PDS - Virginia","Form 1",NA,NA,"survey for leading newspapers and TV stations around the country","national survey of cell phone users","18 or older","Quite a lot","Fairly closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Mostly unfavorable","Mostly favorable","Mostly unfavorable","Mostly favorable","No, didn’t watch","Mitt Romney",NA,"Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse","Disapprove","Approve","Disapprove","Disapprove","Disapprove","Approve","Disapprove",NA,NA,NA,NA,NA,"Too supportive","Not at all well","Remove troops",NA,"To take a firm stand against Iranian actions","Building a stronger relationship with China on economic issues","No, will not lead to lasting improvements","Will be bad for the United States",NA,NA,"Yes","Mostly because of human activity such as burning fossil fuels","Very serious problem","No, do not generally agree that the earth is getting warmer because of human activity","Yes, would help","Yes, would help","No, would not","Yes, would help","Yes, would help","No, would not","Mitt Romney","Mitt Romney","Mitt Romney","Agree","Disagree","Agree","Agree",NA,"(VOL.) Both equally","Male",45,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","No","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino,  Vietnamese or other Asian origin groups)",NA,NA,NA,"Asian","Other",NA,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",NA,"Yes, would","A few times a year","$150,000 or more","Republican",NA,"Republican","Moderate","Agree","Voted","Obama",9,1,NA,NA,NA,"Yes home telephone","All or almost all calls on a cell phone",NA,"(VOL.) Respondent does not want the money","Dual/most cell",7,"Democratic states",NA,NA,2.83333333333333,0,2.83333333333333
"1103",202286,"Cell",100412,121004,1,"No","English","West","Arizona",1,"S","West","Arizona",38060," ","Female","Black or African-American","PDS - Virginia","Form 1",NA,NA,"study about some important issues today and would like to include you","study about some important issues today and would like to include you","18 or older","Quite a lot","Very closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Most of the time","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Strongly",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Always","Yes","Absolutely certain","Very unfavorable","Very favorable","Very unfavorable","Very favorable","Yes, all","Mitt Romney","Mostly informative","Mitt Romney","(VOL.) Neither","Mitt Romney","Barack Obama","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Worse","Disapprove","Disapprove","(VOL.) Don't know/Refused","Disapprove","(VOL.) Don't know/Refused","Disapprove","Disapprove",NA,NA,NA,NA,NA,"Not supportive enough","Not too well","Keep troops in Afghanistan",NA,"To take a firm stand against Iranian actions","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused","(VOL.) Don't know/Refused",NA,NA,"No",NA,"Not a problem","(VOL.) Don't know/Refused","No, would not","(VOL.) Don't know/Refused","Yes, would help","Yes, would help","No, would not","Yes, would help","Mitt Romney","Mitt Romney","Mitt Romney","Disagree","Disagree","Agree","Disagree",NA,"(VOL.) Both equally","Female",76,"Two year associate degree from any college or university","Yes","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","Hispanic","U.S.","Nothing in particular",NA,NA,"A few times a year","30 to under $40,000","Independent","Republican","Republican","Conservative","No opinion either way","Voted","McCain",10,1,NA,NA,NA,"No, home telephone",NA,NA,"(VOL.) Respondent does not want the money","CPO",7,"Republican states",NA,2.17391304347826,2.875,0,2.875
"1104",202304,"Cell",100412,121004,1,"No","English","West","California",1,"R","West","California",0," ","Male","White","PDS - Virginia","Form 2",NA,NA,"survey for leading newspapers and TV stations around the country","national survey of cell phone users","18 or older","Little","Not too closely","ABSOLUTELY CERTAIN that you are registered to vote at your current address","Yes","Only now and then","For the Republican ticket of Mitt Romney and Paul Ryan",NA,"Romney/Lean Romney","Only moderately",NA,"Decided not to vote for him","Certain ROMNEY--No chance Obama","Certain ROMNEY--No chance Obama","Nearly always","Yes","Absolutely certain","Mostly unfavorable","Mostly favorable","Mostly favorable","Mostly favorable","No, didn’t watch","(VOL.) Don't know/Refused",NA,"Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","Mitt Romney","No effect so far",NA,NA,NA,NA,NA,NA,"Approve","Disapprove","Approve","Disapprove","Approve","Disapprove","Too supportive",NA,NA,"About right","To avoid a military conflict with Iran","Building a stronger relationship with China on economic issues",NA,NA,"Less involved","Democratic governments, even if there is less stability in the region","No",NA,"Not too serious","No, do not generally agree that the earth is getting warmer because of human activity","No, would not","Yes, would help","No, would not","Yes, would help","No, would not","Yes, would help","Mitt Romney","Mitt Romney","Mitt Romney","Agree","Agree","Agree","Agree",NA,"Don’t trust him personally","Male",58,"High school graduate (Grade 12 with diploma or GED certificate)","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp",NA,"Roman Catholic (Catholic)",NA,"No, would not","Seldom","50 to under $75,000","Republican",NA,"Republican","Moderate","No opinion either way","Voted","McCain",10,2,2,NA,NA,"Yes home telephone",NA,"Some on a cell phone and some on a regular home phone","(VOL.) Respondent does not want the money","Dual/few, some cell",5,"Democratic states",NA,NA,2.79166666666667,0,2.79166666666667
